idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure
23-19634,2023-02-11,2023-03-23,,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Logiciel|Matériel de transmission|Progiciel,Fourniture et déploiement d'un système de priorité radio aux carrefours à feux pour les bus du territoire de la Carene,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-19634,legacy,35262000,35262000|None,,44605,Saint-Nazaire,,72.0,DUREE_MOIS,,
23-15595,2023-02-04,2023-03-04,,Centre Hospitalier de Laval (53),53,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Télévision,Fourniture et installation de téléviseurs dans les futurs EHPAD du Centre Hospitalier de Laval,ATV SARL,22-157032,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-15595,legacy,32000000,32000000,,53015,Laval Cedex,76648.0,,,2023-01-23,2022-11-25
23-18685,2023-02-11,2023-03-22,,Communauté de communes BAUGEOIS VALLEE,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Informatique (maintenance serveurs et réseaux),"prestations d'hébergement, de maintenance et d'infogérance des serveurs.",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-18685,legacy,72500000,72500000|None,,,Baugé en Anjou,214000.0,48.0,DUREE_MOIS,,
23-16857,2023-02-05,2023-05-03,,Le Mans Métropole - Communauté Urbaine,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (matériel)|Matériel de manutention|Transport,Acquisition de matériels informatiques et techniques pour la Setram,Stertil Equip Vi|Hlc Indus|Coral Promindus|Riello Onduleurs|Roiret Transport|Oceane Telecom|Touiller Organisation|Fcc Dreux|Robert Paysage|Robert Paysage,22-105384,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-16857,legacy,39300000,39300000|43800000|34631300|31155000|35125300|32236000|30230000|50113000|34114400|77314100,,72039,Le Mans,880887.44,,,2023-02-03,2022-08-02
23-20260,2023-02-12,2023-03-18,,Conseil régional des Pays de la Loire,44|49|53|72|85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),"Intégration, paramétrage et maintenance du CRM Microsoft Dynamics 365 dans le système d'informations de la Région des Pays de la Loire",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-20260,legacy,72000000,72000000,,44966,Nantes,,12.0,DUREE_MOIS,,
23-16271,2023-02-05,2023-03-01,,CTRE HOSP UNIVERSITAIRE ANGERS,49,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,TRAVAUX,|10|6,Bâtiment|Chauffage (travaux)|Couverture|Electricité (travaux)|Gaz médicaux|Gros oeuvre|Réseaux divers|Tous corps d'état,TRAVAUX D'ENTRETIEN ET DE MAINTENANCE DES BATIMENTS ET DES INFRASTRUCTURES DES ETABLISSEMENTS DU GHT 49,VALLEE ATLANTIQUE|GOUIN DECORATION|ATELIER LACOUR|ROUSSEAU REPAR|ATELIER PLAFONS DU MAINE|POVERT|CHARLES ET COMPAGNIE|CREATISS|SMAC|COLAS|GMO|SPIE BUILDING SOLUTIONS|HERVE THERMIQUE 1ER - AXIMA 2EME|BERENGIER 1ER - OCCAMIANTE 2EME - AMIANTECH 3EME|EGDC 1 ER - SPIE 2EME - GAUTIER 3 EME|EGDC 1ER - ROUSSEAU 2EME - APERTIO 3EME|OUEST SERRURERIE 1ER - EGDC 2EME - PARCHARD 3EME|NORBERT PAILLAT|NORBERT PAILLAT|ATELIER LACOUR|ROUSSEAU REPAR|ATELIER PLAFONS DU MAINE|SATI|CHARLES ET COMPAGNIE|CREATISS|SMAC|COLAS|GMO|CEGELEC LOIRE OCEAN|HERVE THERMIQUE 1ER - OGER ROUSSEAU COUDRAY 2EME|BERENGIER 1ER - OCCAMIANTE 2EME - AMIANTECH 3EME|EGDC 1ER - SPIE 2EME - GAUTIER 3EME|EGDC 1ER - ROUSSEAU 2EME - SOGEA 3EME|EGDC 1ER - OUEST SERRURERIE 2EME - PARCHARD 3EME|CHAUVAT|CHAUVAT|LACOUR|ROUSSEAU REPAR|ATELIER PLAFONFS DU MAINE|BERTRON|CHARLES ET COMPAGNIE|CREATISS|SMAC|COLAS|GMO|SPIE BUILDING SOLUTIONS|HERVE THERMIQUE 1ER - BRUNET MIGNE 2EME|BERENGIER 1 ER - OCCAMIANTE 2EME - SECHE 3EME|BERTRON 1ER - EGDC 2EME - SPIE 3EME|EGDC 1ER - ROUSSEAU 2EME - APERTIO 3EME|EGDC 1ER - OUEST SERRURERIE 2EME - PARCHARD 3EME,22-99915,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-16271,legacy,45400000,45400000|45442100|45432000|45421000|45441000|45421146|45410000|45261213|45421143|32400000|44161110|45317300|45331000|45262660|45223220|45421150,,49933,Angers cédex 9,53476000.0,,,2023-01-01,2022-07-22
23-20884,2023-02-15,2023-03-20,,CNIEG,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (prestations de services),Prestations d'accompagnement à la transformation des infrastructures et prestations de services managés du SI de la CNIEG. (cf doc 'contexte et périmètre du besoin').,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-20884,legacy,72500000,72500000,,44200,NANTES,3800000.0,24.0,DUREE_MOIS,,
23-17061,2023-02-08,2023-05-08,,Département de Maine-et-Loire,49,JOUE,ATTRIBUTION,Résultat de marché,ATTRIBUE_SANS_PUB_JOUE,SERVICES,|10|6,Informatique (prestations de services)|Logiciel|Informatique (assistance),"Maintenance des logiciels de gestion de l'aide sociale ""Solis"" et &quot;Solatis"" et prestations associées",ARCHE MC2,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-17061,legacy,72267000,72267000,,49941,Angers Cedex 9,464278.08,,,2023-02-03,
23-22379,2023-02-18,2023-04-23,,CTRE HOSP UNIVERSITAIRE ANGERS,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Télécommunications,"FOURNITURE D'ACCESSOIRES, PIECES DETACHEES ET PRESTATIONS DE MAINTENANCE POUR LES INSTALLATIONS D'APPELS MALADES",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-22379,legacy,32360000,32360000,,49933,Angers,,12.0,DUREE_MOIS,,
23-17080,2023-02-08,2023-03-06,,Nantes Métropole,44,JOUE,ATTRIBUTION,Résultat de marché,RESTREINT,SERVICES,|10|6,Etude|Transport,Maintenance des modèles de simulation multimodale des déplacements et de transport de marchandises de Nantes Métropole,SYSTRA France,22-94454,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-17080,legacy,72242000,72242000,,44923,Nantes,219160.0,,,2023-02-03,2022-07-27
23-24028,2023-02-20,2023-03-13,2023-03-13T11:00:00+00:00,CONSEIL DEPARTEMENTAL DE LOIRE-ATLANTI,44,FNS,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Signalétique,Signalétique événementielle,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-24028,legacy,35261000,35261000,,44041,NANTES,,36.0,DUREE_MOIS,,
23-18958,2023-02-09,2023-05-09,,Département de la Vendée,85,FNS,ATTRIBUTION,Résultat de marché,,SERVICES,|10|6,Informatique (prestations de services)|Informatique (assistance),Assistance technique et prestations d'experts sur les environnements Microsoft et Citrix,,22-98192|22-120129,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-18958,legacy,72600000,72600000,,85923,LA ROCHE SUR YON,,,,,
23-24849,2023-02-21,2023-03-30,2023-03-30T11:00:00+00:00,COMMUNE DE SAINT NAZAIRE,44,FNS,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Site internet,"Refonte technique, hébergement et maintenance des sites internet de la ville et de l'agglomération de Saint Nazaire",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:23-24849,legacy,72416000,72416000,,44600,Saint Nazaire,,48.0,DUREE_MOIS,,
24-1266,2024-01-04,2024-01-26,2024-01-26T11:00:00+00:00,Commune d'Ancenis-Saint-Géréon,44|49|85,FNS,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Prestations de services,Fourniture et gestion d'un service de téléassistance à la résidence autonomie La Davrays,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-1266,legacy,72253000,72253000,,44156,Ancenis-Saint-Géréon,,12.0,DUREE_MOIS,,
24-747,2024-01-05,2024-04-01,,Le Mans Métropole - Communauté Urbaine,72,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Prestations de services,Déploiement d'une infrastructure Wifi haut débit,Spie Ics / Spie Citynetworks,22-136844,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-747,legacy,72700000,72700000,,72039,Le Mans,344510.0,,,2023-12-28,2022-10-17
24-3636,2024-01-10,2024-02-06,2024-02-06T11:30:00+00:00,Angers Loire Métropole,49|44|72|53,FNS,APPEL_OFFRE,Avis de marché,RESTREINT,SERVICES,5|1|,Alimentation en eau potable|Maîtrise d'oeuvre|Informatique (maintenance serveurs et réseaux)|Ingénierie,mission de maîtrise d'oeuvre pour la rénovation de l'automatisme et la supervision de l'usine de production d'eau potable,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-3636,legacy,48921000,48921000,,,,,72.0,DUREE_MOIS,,
24-1366,2024-01-06,2024-04-02,,Le Mans Métropole - Communauté Urbaine,72,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Logiciel,Evolution du système Saeiv du réseau de transports en commun de Le Mans Métropole,Equans Ineo Systrans,23-93496,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-1366,legacy,72260000,72260000,,72039,Le Mans,1717280.0,,,2023-12-26,2023-07-07
24-3414,2024-01-11,2024-02-10,,EPSILON CENTRALE D'ACHAT INFORMATIQUE,33|75|69|44|45|67|59|13|21,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Assistance à maîtrise d'ouvrage,Assistance à maitrise d'ouvrage pour la conduite de projets numériques mutualisés,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-3414,legacy,72600000,72600000,,33077,BORDEAUX Cedex,500000.0,24.0,DUREE_MOIS,,
24-1106,2024-01-06,2024-02-04,,Université de Nantes,44,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,FOURNITURES,|10|6,Logiciel,Fourniture en mode SaaS (Service as a Software) du système de gestion de bibliothèque FOLIO pour l'établissement public expérimental Nantes Université,EBSCO,23-44436,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-1106,legacy,48161000,48161000,,44035,Nantes cedex 1,415451.0,,,2023-12-22,2023-04-05
24-5880,2024-01-19,2024-02-15,2024-02-15T14:00:00+00:00,CENOVIA CITES,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,"Télésurveillance|Signalisation|Porte automatique, portail|Contrôle d'accès|Informatique (maintenance serveurs et réseaux)",Fourniture et installation d'équipements des parkings de la maison de santé pluridisciplinaire (MSP) et la maison des organisations syndicales (MOS) au Mans,,,074bcfdb-0518-4346-a1c3-86cd0d60a303,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-5880,eforms,34927000,34927000|45310000|32323500|32424000|30200000|34942000,443928874,38170,Seyssinet-Pariset,,6.0,cbc:DurationMeasure,,
24-2064,2024-01-10,2024-03-08,,COMMUNE DE CESSON SEVIGNE,35|56|29|22|53,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Télésurveillance,"Extension, exploitation et maintenance du système de vidéoprotection de la Ville de Cesson-Sévigné",ACXIA SURETE,23-125681,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-2064,legacy,32323500,32323500|None,,35510,Cesson-Sévigné,800000.0,,,2023-12-07,2023-09-13
24-7288,2024-01-24,2024-02-22,2024-02-22T16:00:00+00:00,Département de la Vendée,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,"Publicité, Communication",Achat d'articles répondant aux besoins des associations ou des manifestations à caractère promotionnel - Relance lots 2 et 3,,,1d202127-4262-44c9-91f4-aab10975833f,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-7288,eforms,39294100,39294100|22459100|35821000,443928874,38170,Seyssinet-Pariset,,4.0,cbc:DurationMeasure,,
24-2293,2024-01-10,2024-03-06,,Conseil régional des Pays de la Loire,44|49|53|72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Matériel de sécurité,Acquisition de gilets haute visibilité normalisés à destination des élèves empruntant le transport scolaire,GEDIVEPRO,23-94478|23-111846|23-115897,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-2293,legacy,35113440,35113440,,44966,Nantes cedex,560000.0,,,2023-12-21,2023-08-17
24-7943,2024-01-25,2024-02-28,2024-02-28T08:00:00+00:00,SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,49,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Logiciel,"FOURNITURE ET MISE EN OEUVRE D'UNE SOLUTION DE GESTION INFORMATISEE DE BILLETTERIE, BOUTIQUE, CONTROLE D'ACCES et PRESTATIONS ASSOCIEES",,,69d075a7-f7f6-4774-8c6b-a3c98703af61,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-7943,eforms,72500000,72500000,443928874,38170,Seyssinet-Pariset,,,,,
24-2818,2024-01-11,2024-04-07,,Cap Atlantique,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (prestations de services)|Logiciel,Contrats d'achat de licences Microsoft pour les logiciels et services cloud et logiciels sur site,Econocom Products & Solutions,23-143770,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-2818,legacy,48900000,48900000,,44503,LA BAULE,2000000.0,,,2024-01-03,2023-10-18
24-10272,2024-01-31,2024-02-15,2024-03-01T11:00:00+00:00,Destination Angers,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Audiovisuel|Evénementiel|Illumination|Matériel phonique|Matériel scénique,"prestation son, lumière et location matériel technique",,,bc75e13f-7dc9-4a63-8bad-e2becae9b42d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-10272,eforms,71318100,71318100|79950000|79952000|79956000|32342410,83095506800044,49051,Angers,1750000.0,3.942181340341656,cbc:DurationMeasure,,
24-4843,2024-01-14,2024-01-31,,GIE SESAM Vitale,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Assistance technique|Informatique (prestations de services),Assistance technique support exploitation,SII,23-115723,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-4843,legacy,72600000,72600000,,72019,Le mans cedex 2,1621416.0,,,2023-12-19,2023-08-22
24-11486,2024-02-01,2024-03-06,2024-03-06T08:00:00+00:00,SOCIETE PUBLIQUE REGIONALE ABBAYE DE FONTEVRAUD,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Matériel scénique,FOURNITURE DE MATERIEL TECHNIQUE POUR LE PARCOURS NOCTURNE SCENOGRAPHIE DE L'ABBAYE DE FONTEVRAUD,,,65aaae51-c5ee-4c5c-833b-714ce121e09d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-11486,eforms,32323300,32323300|32342410,443928874,38170,Seyssinet-Pariset,,,,,
24-5196,2024-01-18,2024-04-14,,Département de la Vendée,85,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (maintenance serveurs et réseaux)|Informatique (matériel),"Fourniture et prestations associées d'équipements réseaux et d'une infrastructure Wi-Fi, maintenance de l'existant",,,1cc5a74e-3bc9-484f-825b-df46dbd6916d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-5196,eforms,32420000,32420000|32424000,443928874,38170,Seyssinet-Pariset,1200000.0,,,2023-10-20+02:00,
24-11668,2024-02-01,2024-03-31,2024-03-18T11:00:00+00:00,Commune de Challans,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Matériel scénique,"Fourniture de matériel d'éclairage scénique, de diffusion sonore et de vidéo du théâtre le Marais à Challans",,,0aa33180-09cd-4b7b-8fa8-bbf611159fd9,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-11668,eforms,32342410,32342410|31527260|31518600|32350000,21850047800209,85300,CHALLANS,253000.0,3.942181340341656,cbc:DurationMeasure,,
24-6034,2024-01-20,2024-04-16,,Conseil Départemental de la Mayenne,53,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Informatique (prestations de services),"Souscription au contrat d'entreprise (EA), maintenance des licences SIG et prestations associées pour les besoins du Système d'Informatique Géographique (SIG) du Département de la Mayenne",,,91aece74-7207-4e17-b2cc-14697a146a8d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-6034,eforms,72267100,72267100,443928874,38170,Seyssinet-Pariset,330000.0,,,2024-01-09+01:00,
24-12133,2024-02-02,2024-03-15,2024-02-27T10:00:00+00:00,Tribunal administratif de Nantes,44|49|53|72|85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Prestations de services,Fourniture de services managés IT et d'infogérance de l'infrastructure informatique de l'ARS Pays de la Loire,,,8d7406a1-4e1d-48ed-81d7-66c816a0ae0a,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-12133,eforms,72514000,72514000,17440005100010,44041,Nantes Cedex,,2.9566360052562417,cbc:DurationMeasure,,
24-7716,2024-01-25,2024-04-21,,SEMITAN,44,JOUE,ATTRIBUTION,Résultat de marché,NEGOCIE,SERVICES,|10|6,Etude|Informatique (prestations de services)|Logiciel|Prestations de services,"Gestion des formations, entretiens et E-Learning",,,f52fb613-2844-4abb-bbb8-ab38f4b8468d,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-7716,eforms,72212900,72212900|72212930|48900000|48931000,443928874,38170,Seyssinet-Pariset,292290.0,,,2023-12-21+01:00,
24-11800,2024-02-02,2024-03-04,2024-03-04T16:00:00+00:00,Ville du Mans,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Prestations de services,Accord cadre relatif à la logistique dans le cadre des manifestations évènementielles,,,5618180b-a1ec-4085-9b36-c3b9927f315a,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-11800,eforms,75310000,75310000|45223800|32321300|32342410|31500000|45232460|34114000,443928874,38170,Seyssinet-Pariset,2815000.0,4.0,cbc:DurationMeasure,,
24-8269,2024-01-26,2024-04-22,,VILLE DE SAINT NAZAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Logiciel,Acquisition d'une solution informatique de suivi et de gestion des données liées à l'amiante et aux dossiers de diagnostics techniques,,,3c4ef964-7674-435b-9fac-5450b87db1c1,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-8269,eforms,48611000,48611000,443928874,38170,Seyssinet-Pariset,600000.0,,,2023-12-11+01:00,
24-13163,2024-02-04,2024-03-05,2024-03-05T11:00:00+00:00,Conseil départemental Loire Atlantique,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (prestations de services)|Informatique (assistance),Assistance numérique pour les collèges publics de Loire-Atlantique,,,ccdb2a59-e462-443b-b923-fbf447d52c6f,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-13163,eforms,72611000,72611000,443928874,38170,Seyssinet-Pariset,,6.0,cbc:DurationMeasure,,
24-8263,2024-01-26,2024-04-22,,VILLE DE SAINT NAZAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (assistance)|Informatique (prestations de services)|Informatique (maintenance serveurs et réseaux)|Informatique (matériel)|Logiciel,Maintenance exploitation et évolution des systèmes de téléphonie interne,,,c05ecbd9-f215-40ef-b3d6-823bf124170c,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-8263,eforms,50334110,50334110|32540000|32545000,443928874,38170,Seyssinet-Pariset,875000.0,,,2023-11-22+01:00,
24-14769,2024-02-07,2024-03-12,2024-03-12T11:00:00+00:00,Conseil départemental Loire Atlantique,44,JOUE,APPEL_OFFRE,Avis de marché,NEGOCIE,SERVICES,5|1|,Informatique (prestations de services)|Informatique (assistance),Assistance numérique pour les collèges publics de Loire-Atlantique,,24-13163,ccdb2a59-e462-443b-b923-fbf447d52c6f,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:24-14769,eforms,72611000,72611000,443928874,38170,Seyssinet-Pariset,,6.0,cbc:DurationMeasure,,
24-9009,2024-01-27,2024-04-23,,VILLE DE SAINT NAZAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Surveillance|Télésurveillance,"Maintenance, Travaux, Télésurveillance de systèmes d'alarme intrusion et interventions de sécurité",,,2c222910-5bd7-4376-a460-0990de3ab405,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-9009,eforms,71700000,71700000|35113100|35121000|45233292|79711000,443928874,38170,Seyssinet-Pariset,1208000.0,,,2023-12-28+01:00,
24-14889,2024-02-08,2024-03-08,2024-03-08T12:00:00+00:00,GIE des EPL des Pays de la Loire,44|53|49|72|85|75,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Prestations de services,"Aide à la décision stratégique et appui au management au profit de Solutions&co, Agence de développement économique de la Région des Pays de la Loire",,,7b3bb148-117f-4994-83b5-536acf93d7dc,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-14889,eforms,72224000,72224000|79419000|79411100|79400000,52921080900016,44 200,Nantes,,,,,
24-12024,2024-02-02,2024-04-30,,Département de la Sarthe,72,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Télécommunications,Services de télécommunications mobiles pour les besoins du Département de la Sarthe - Lot unique,,,d8dd64c2-fc7d-40c5-bcf7-5a3327a0c51c,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:24-12024,eforms,64200000,64200000|32412100|64210000|64215000,443928874,38170,Seyssinet-Pariset,800000.0,,,2024-01-29+01:00,
